NOME,VALOR[R$],TIPO,AREA[M2],QUARTOS,BANHEIROS,VAGAS GARAGEM,CONDOMINIO[R$],IPTU[R$],LOGRADOURO,MUNICIPIO,BAIRRO,CEP,IMAGENS,CODIGO,DATA_ANUNCIO,LINK,GASTOS_ANO[R$],Academia,Ar condicionado,Armários na cozinha,Armários no quarto,Churrasqueira,Condomínio fechado,Elevador,Mobiliado,Permitido animais,Piscina,Portaria,Porteiro 24h,Quarto de serviço,Salão de festas,Segurança 24h,Varanda,Área de serviço,Portão eletrônico,Área murada,LATITUDE,LONGITUDE
SãO JOSé - Apartamento Padrão - AReias,2500.0,Apartamento padrão,61,2,1,1,452,64,Rua Álvaro Medeiros Santiago - de 1076/1077 ao fim,São José,Areias,88113601,21.0,1157157196,09/03 às 22:12,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/sao-jose-apartamento-padrao-areias-1157157196,5488,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,,
FLORIANóPOLIS - Apartamento Padrão - Abraão,4200.0,Apartamento padrão,96,3,3,2,850,162,Rua João Meirelles - de 897/898 ao fim,Florianópolis,Abraão,88085201,21.0,1157157218,09/03 às 22:12,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/florianopolis-apartamento-padrao-abraao-1157157218,10362,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,,
FLORIANóPOLIS - Apartamento Padrão - Centro,3000.0,Apartamento padrão,46,1,1,1,977,225,Rua Felipe Schmidt - de 350/351 a 979/980,Florianópolis,Centro,88010001,20.0,1138297161,09/03 às 22:22,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/florianopolis-apartamento-padrao-centro-1138297161,11949,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,
Casa para venda possui 1000 metros quadrados com 8 quartos.,30000.0,Casa em condominio fechado,1000,5 ou mais,5 ou mais,4,6000,0,Servidão Cacupé,Florianópolis,Cacupé,88050205,20.0,1054619951,09/03 às 22:28,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/casa-para-venda-possui-1000-metros-quadrados-com-8-quartos-1054619951,72000,0,1,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,-27.5262788,-48.5256188
FLORIANóPOLIS - Apartamento Padrão - Córrego Grande,3900.0,Apartamento padrão,76,2,2,1,614,142,Rua Apeninos,Florianópolis,Córrego Grande,88037620,21.0,1157162959,09/03 às 22:31,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/florianopolis-apartamento-padrao-corrego-grande-1157162959,7510,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-27.603255,-48.5011645
Rio Caveiras | Apartamento 2 quartos,1200.0,Apartamento padrão,64,2,1,1,344,500,Rua Cônego Rodolfo Machado - de 1791 ao fim - lado ímpar,Biguaçu,Rio Caveiras,88161801,16.0,1157167686,09/03 às 22:46,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/rio-caveiras-apartamento-2-quartos-1157167686,4628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Aluguel por diária em Canasvieiras,380.0,Apartamento padrão,40,1,1,1,0,0,Avenida das Nações,Florianópolis,Canasvieiras,88054010,15.0,1094988247,09/03 às 22:49,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/aluguel-por-diaria-em-canasvieiras-1094988247,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-27.4341817,-48.4581034
"Casa para locação anual, 50 metros do mar por R$ 16.000/mês - Jurerê Internacional - Flori",16000.0,Casa em rua pública,315,4,5 ou mais,3,0,392,Rua dos Pargos,Florianópolis,Jurerê Internacional,88053345,20.0,1052221034,09/03 às 23:01,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/casa-para-locacao-anual-50-metros-do-mar-por-r-16-000-mes-jurere-internacional-flori-1052221034,392,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,-27.4364507,-48.5070233
SãO JOSé - Casa Padrão - Potecas,2300.0,Casa em rua pública,68,2,3,2,0,98,Rua Eucalipto,São José,Potecas,88119120,18.0,1144714849,09/03 às 23:01,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/sao-jose-casa-padrao-potecas-1144714849,98,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-27.5841887,-48.6392481
"Casa com 2 dormitórios para alugar, 90 m² por R$ 2.246,40/mês - Ribeirão da Ilha - Florian",2000.0,Casa em rua pública,90,2,1,1,0,80,Rodovia Baldicero Filomeno - de 4619/4620 a 10124/10125,Florianópolis,Ribeirão da Ilha,88064002,20.0,1148124234,09/03 às 23:06,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/casa-com-2-dormitorios-para-alugar-90-m-por-r-2-246-40-mes-ribeirao-da-ilha-florian-1148124234,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
"Trindade | Apartamento 2 quartos, sendo 1 suite",5300.0,Apartamento padrão,72,2,2,2,750,2300,Rua Alba Dias Cunha,Florianópolis,Trindade,88036020,20.0,1157173744,09/03 às 23:14,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/trindade-apartamento-2-quartos-sendo-1-suite-1157173744,11300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-27.5809487,-48.5254183
FLORIANóPOLIS - Casa Padrão - Corrego Grande,9000.0,Casa em rua pública,280,3,3,3,0,0,Avenida Governador José Boabaid,Florianópolis,Córrego Grande,88037200,20.0,1157182396,09/03 às 23:43,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/florianopolis-casa-padrao-corrego-grande-1157182396,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,-27.5955917,-48.503223
Florianópolis - Apartamento - Centro,2500.0,Apartamento padrão,99,3,2,1,576,546,Avenida Rio Branco - de 826 ao fim - lado par,Florianópolis,Centro,88015204,4.0,1005812184,09/03 às 23:45,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/florianopolis-apartamento-centro-1005812184,7458,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Casa em Jurerê internacional ,10000.0,Casa em rua pública,0,5 ou mais,5 ou mais,3,0,0,Rua dos Polvos,Florianópolis,Jurerê,88053565,20.0,1157185668,10/03 às 00:05,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/casa-em-jurere-internacional-1157185668,0,0,1,1,1,1,0,0,1,1,1,0,0,1,0,0,1,1,1,0,-27.4423951,-48.4886431
SãO JOSé - Casa Padrão - Centro,2200.0,Casa em rua pública,50,2,1,1,0,0,Rua Gottlieb Gerlach,São José,Centro,88103257,0.0,1157193521,10/03 às 00:43,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/sao-jose-casa-padrao-centro-1157193521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-27.6133646,-48.6293284
SãO JOSé - Apartamento Padrão - Campinas,3300.0,Apartamento padrão,78,2,2,1,628,70,Avenida Cruz e Souza,São José,Campinas,88101040,21.0,1157194020,10/03 às 00:44,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/sao-jose-apartamento-padrao-campinas-1157194020,7606,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,-27.5984612,-48.611111
SãO JOSé - Casa Padrão - Centro,2200.0,Casa em rua pública,50,2,1,1,0,0,Rua Gottlieb Gerlach,São José,Centro,88103257,0.0,1157194255,10/03 às 00:48,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/sao-jose-casa-padrao-centro-1157194255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-27.6133646,-48.6293284
FLORIANóPOLIS - Apartamento Padrão - Abraão,5600.0,Apartamento padrão,84,3,3,2,750,170,Rua João Meirelles - de 626 a 896 - lado par,Florianópolis,Abraão,88085200,21.0,1157195704,10/03 às 00:59,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/florianopolis-apartamento-padrao-abraao-1157195704,9170,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,,
"Casa com 3 dormitórios para alugar, 170 m² por R$ 6.000,00/mês - Canasvieiras - Florianópo",6000.0,Casa em rua pública,170,3,4,2,0,150,Rua Doutor José Bahia Bittencourt,Florianópolis,Canasvieiras,88054500,20.0,1157209164,10/03 às 02:54,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/casa-com-3-dormitorios-para-alugar-170-m-por-r-6-000-00-mes-canasvieiras-florianopo-1157209164,150,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,-27.428892,-48.4719537
SãO JOSé - Casa Padrão - Picadas Do Sul,1700.0,Casa em rua pública,70,2,1,1,0,36,Rua Santa Isabel,São José,Picadas do Sul,88106225,19.0,1157213085,10/03 às 03:33,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/sao-jose-casa-padrao-picadas-do-sul-1157213085,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-27.6098644,-48.6478237
SãO JOSé - Casa Padrão - Centro,2200.0,Casa em rua pública,50,2,1,1,0,0,Rua Gottlieb Gerlach,São José,Centro,88103257,12.0,1157214531,10/03 às 03:50,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/sao-jose-casa-padrao-centro-1157214531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-27.6133646,-48.6293284
São José - Apartamento - Campinas,2500.0,Apartamento padrão,125,3,3,1,669,152,Rua Elizeu Di Bernardi,São José,Campinas,88101050,20.0,1157224226,10/03 às 05:09,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/sao-jose-apartamento-campinas-1157224226,8180,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
SãO JOSé - Casa Padrão - Centro,2200.0,Casa em rua pública,50,2,1,1,0,0,Rua Gottlieb Gerlach,São José,Centro,88103257,12.0,1157228358,10/03 às 05:49,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/sao-jose-casa-padrao-centro-1157228358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-27.6133646,-48.6293284
"Apartamento com 2 dormitórios para alugar, 85 m²- Campinas - São José/SC",2400.0,Apartamento padrão,85,2,1,1,490,80,Avenida Presidente Nereu Ramos,São José,Campinas,88101410,19.0,1157254861,10/03 às 07:33,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/apartamento-com-2-dormitorios-para-alugar-85-m-campinas-sao-jose-sc-1157254861,5960,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,,
SãO JOSé - Casa Padrão - Centro,2200.0,Casa em rua pública,50,2,1,1,0,0,Rua Gottlieb Gerlach,São José,Centro,88103257,15.0,1157243553,10/03 às 06:25,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/sao-jose-casa-padrao-centro-1157243553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-27.6133646,-48.6293284
Casa para aluguel tem 500 metros quadrados com 4 quartos..,12000.0,Casa em rua pública,500,4,5 ou mais,4,0,0,Avenida dos Dourados,Florianópolis,Jurerê Internacional,88053410,20.0,991762850,10/03 às 08:28,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/casa-para-aluguel-tem-500-metros-quadrados-com-4-quartos-991762850,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,-27.4443628,-48.4981858
"Apartamento novo no bairro trindade, em florianópolis",3400.0,Apartamento padrão,45,1,1,1,520,0,Rua Lauro Linhares - de 561/562 a 1016/1017,Florianópolis,Trindade,88036001,0.0,1131813019,10/03 às 08:48,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/apartamento-novo-no-bairro-trindade-em-florianopolis-1131813019,6240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,
SãO JOSé - Apartamento Padrão - Kobrasol,3250.0,Apartamento padrão,109,3,1,1,587,102,Rua Cassol,São José,Kobrasol,88102340,21.0,1147778428,10/03 às 08:55,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/sao-jose-apartamento-padrao-kobrasol-1147778428,7146,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,-27.5929532,-48.6182655
"Apartamento com 2 dormitórios para alugar, 90 m² por R$ 6.500,00 - Morro das Pedras - Flor",6500.0,Apartamento padrão,90,2,1,2,850,419,Rua Manoel Pedro Vieira,Florianópolis,Morro das Pedras,88066100,18.0,1157290012,10/03 às 09:03,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/apartamento-com-2-dormitorios-para-alugar-90-m-por-r-6-500-00-morro-das-pedras-flor-1157290012,10619,0,1,0,0,1,1,1,1,0,1,0,0,0,0,0,1,1,0,0,-27.7104732,-48.5027196
SãO JOSé - Apartamento Padrão - Barreiros,2200.0,Apartamento padrão,64,2,1,1,443,64,Rua Antônio Luiz Medeiros,São José,Barreiros,88110030,16.0,1128556346,10/03 às 09:33,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/sao-jose-apartamento-padrao-barreiros-1128556346,5380,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,-27.5707698,-48.6125458
"Casa com 3 dormitórios para alugar, 120 m² por R$ 7.500/mês - Campeche - Florianópolis/SC",7500.0,Casa em rua pública,120,3,2,5 ou mais,0,75,Servidão Revoar das Gaivotas,Florianópolis,Campeche,88063265,19.0,1140622536,10/03 às 10:04,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/casa-com-3-dormitorios-para-alugar-120-m-por-r-7-500-mes-campeche-florianopolis-sc-1140622536,75,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-27.6950154,-48.4927557
Casa de Temporada em Jurerê Internacional,4000.0,Casa em rua pública,320,4,5 ou mais,4,0,0,Rua dos Aruanãs,Florianópolis,Jurerê Internacional,88053376,20.0,1094624381,10/03 às 10:23,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/casa-de-temporada-em-jurere-internacional-1094624381,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,-27.438729,-48.4988834
Florianópolis - Apartamento - Centro,4500.0,Apartamento padrão,176,1,2,1,350,71,Rua General Acastro de Campos,Florianópolis,Centro,88025140,18.0,1075111470,10/03 às 10:24,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/florianopolis-apartamento-centro-1075111470,4271,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-27.5821362,-48.5402068
"Capoeiras | Casa 5 quartos, sendo 2 suites",4900.0,Casa em rua pública,300,5 ou mais,5 ou mais,2,0,0,Rua Doutor Sizenando Teixeira,Florianópolis,Capoeiras,88090010,20.0,1102213225,10/03 às 10:26,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/capoeiras-casa-5-quartos-sendo-2-suites-1102213225,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-27.5945722,-48.5922023
FLORIANóPOLIS - Casa Padrão - Estreito,2800.0,Casa em rua pública,110,3,1,1,0,221,Rua Professor Clementino de Brito,Florianópolis,Capoeiras,88070150,20.0,1148039707,10/03 às 10:26,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/florianopolis-casa-padrao-estreito-1148039707,221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-27.5972317,-48.5806653
Florianópolis - Apartamento Padrão - Jurerê Internacional,6000.0,Apartamento padrão,80,3,2,1,0,0,Avenida das Raias,Florianópolis,Jurerê Internacional,88053400,14.0,1148016550,10/03 às 10:52,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/florianopolis-apartamento-padrao-jurere-internacional-1148016550,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-27.4464171,-48.5017399
"Casa com 6 dormitórios para alugar, 600 m² por R$ 8.100,00/dia - Jurerê Internacional - Fl",7500.0,Casa em rua pública,600,5 ou mais,5 ou mais,2,600,0,Rua dos Peixes,Florianópolis,Jurerê Internacional,88053340,20.0,1073668856,10/03 às 11:04,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/casa-com-6-dormitorios-para-alugar-600-m-por-r-8-100-00-dia-jurere-internacional-fl-1073668856,7200,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,-27.4374137,-48.5062143
"Casa com 3 dormitórios para alugar, 300 m² por R$ 11.900/mês - Campeche - Florianópolis/SC",11900.0,Casa em condominio fechado,300,3,4,2,865,135,Rodovia Aparício Ramos Cordeiro,Florianópolis,Campeche,88065500,20.0,1066821669,10/03 às 11:44,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/casa-com-3-dormitorios-para-alugar-300-m-por-r-11-900-mes-campeche-florianopolis-sc-1066821669,10515,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-27.6815816,-48.5153407
FLORIANóPOLIS - Apartamento Padrão - Carvoeira,3600.0,Apartamento padrão,74,3,2,1,350,100,Rua das Cerejeiras,Florianópolis,Carvoeira,88040510,12.0,1157375139,10/03 às 11:48,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/florianopolis-apartamento-padrao-carvoeira-1157375139,4300,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,-27.6047114,-48.5272966
FLORIANóPOLIS - Apartamento Padrão - Itacorubi,6500.0,Apartamento cobertura,250,3,3,2,1200,370,Rua Coronel Luiz Caldeira,Florianópolis,Itacorubi,88034110,11.0,1157375210,10/03 às 11:48,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/florianopolis-apartamento-padrao-itacorubi-1157375210,14770,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1,1,0,0,-27.5726907,-48.5121865
"APARTAMENTO TEMPORADA em FLORIANÓPOLIS - SC, CACHOEIRA DO BOM JESUS",950.0,Apartamento padrão,80,2,1,1,0,0,Avenida Luiz Boiteux Piazza - de 5971/5972 ao fim,Florianópolis,Ponta das Canas,88056701,20.0,1038052465,10/03 às 11:49,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/apartamento-temporada-em-florianopolis-sc-cachoeira-do-bom-jesus-1038052465,0,1,1,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,,
Casa Morro das Pedras,5000.0,Casa em rua pública,140,4,2,1,0,0,Rua Sagrado Coração de Jesus,Florianópolis,Morro das Pedras,88066070,20.0,1157375959,10/03 às 11:52,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/casa-morro-das-pedras-1157375959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-27.7117285,-48.5048166
Casa para aluguel e venda possui 600 metros quadrados com 6 quartos.,40000.0,Casa em rua pública,600,5 ou mais,5 ou mais,4,0,4500,Rua dos Robaletes - até 482/483,Florianópolis,Jurerê,88053482,20.0,991762543,10/03 às 11:59,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/casa-para-aluguel-e-venda-possui-600-metros-quadrados-com-6-quartos-991762543,4500,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,,
FLORIANóPOLIS - Casa Padrão - Agronômica,5000.0,Casa em rua pública,180,3,3,1,0,120,Rua Almirante Carlos da Silveira Carneiro,Florianópolis,Agronômica,88025350,20.0,1157384527,10/03 às 12:02,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/florianopolis-casa-padrao-agronomica-1157384527,120,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,-27.5769239,-48.5378796
FLORIANóPOLIS - Apartamento Padrão - Agronômica,21000.0,Apartamento cobertura,330,2,5 ou mais,4,2487,833,Avenida Governador Irineu Bornhausen - de 3604/3605 a 4099/4100,Florianópolis,Agronômica,88025201,20.0,1078201938,10/03 às 12:20,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/florianopolis-apartamento-padrao-agronomica-1078201938,30677,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,0,,
"Casa Residencial Jurerê Internacional, Florianópolis - .",2700.0,Casa em rua pública,450,4,3,2,0,0,Rua dos Corais,Florianópolis,Jurerê Internacional,88053440,20.0,985997842,10/03 às 12:52,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/casa-residencial-jurere-internacional-florianopolis-985997842,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,-27.4416455,-48.5044015
BIGUAçU - Apartamento Padrão - Vendaval,1300.0,Apartamento padrão,53,2,1,1,294,26,Rua Jordelino João da Rosa,Biguaçu,Vendaval,88164126,21.0,1148813332,10/03 às 12:57,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/biguacu-apartamento-padrao-vendaval-1148813332,3554,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,-27.4901421,-48.6609766
FLORIANóPOLIS - Casa Padrão - Capoeiras,3600.0,Casa em rua pública,150,3,2,2,0,90,Rua Biguaçu,Florianópolis,Capoeiras,88070630,20.0,1148159836,10/03 às 12:57,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/florianopolis-casa-padrao-capoeiras-1148159836,90,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-27.5931261,-48.5865194
"Casa com 4 dormitórios para alugar, 174 m² por R$ 6.000/mês - Centro - Palhoça/SC",6000.0,Casa em rua pública,174,4,4,2,0,0,Rua Manoel de Souza,Palhoça,Centro,88131380,20.0,1157417288,10/03 às 13:17,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/casa-com-4-dormitorios-para-alugar-174-m-por-r-6-000-mes-centro-palhoca-sc-1157417288,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-27.6516548,-48.6749804
"Kitnet studio com suíte, leia o anúncio obrigado! ",950.0,Apartamento kitchenette,35,1,1,1,0,0,Rua Paulo Bastos,São José,Areias,88113290,8.0,1043654268,10/03 às 13:19,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/kitnet-studio-com-suite-leia-o-anuncio-obrigado-1043654268,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,-27.5534075,-48.6236741
FLORIANóPOLIS - Padrão - Campeche,5400.0,Apartamento padrão,60,1,1,2,700,50,Rua Radialista Dakir Polidoro,Florianópolis,Campeche,88063565,20.0,1065802694,10/03 às 13:21,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/florianopolis-padrao-campeche-1065802694,8450,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-27.6725051,-48.4809055
Casa de condomínio para aluguel e venda com 600 metros quadrados com 4 quartos..,22000.0,Casa em condominio fechado,600,4,5 ou mais,4,300,300,Rodovia Tertuliano Brito Xavier - até 2421/2422,Florianópolis,Canasvieiras,88054600,20.0,991765026,10/03 às 13:34,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/casa-de-condominio-para-aluguel-e-venda-com-600-metros-quadrados-com-4-quartos-991765026,3900,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,,
FLORIANóPOLIS - Apartamento Padrão - Jurerê Internacional,5500.0,Apartamento padrão,73,3,2,2,775,223,Avenida dos Búzios - até 1399/1400,Florianópolis,Jurerê Internacional,88053300,20.0,1108978138,10/03 às 14:11,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/florianopolis-apartamento-padrao-jurere-internacional-1108978138,9523,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,,
Casa para aluguel com 300 metros quadrados com 5 quartos..,4500.0,Casa em rua pública,300,5 ou mais,4,2,0,0,Rua dos Amborés,Florianópolis,Jurerê Internacional,88053430,20.0,991762388,10/03 às 15:01,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/casa-para-aluguel-com-300-metros-quadrados-com-5-quartos-991762388,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,-27.4403203,-48.5040797
"Apartamenro 1 dormitório com area privada localizado no Campeche, 250m da praia .",2800.0,Apartamento padrão,35,1,1,1,0,0,Rua Maria Pires Linhares,Florianópolis,Campeche,88063280,12.0,1157476923,10/03 às 15:15,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/apartamenro-1-dormitorio-com-area-privada-localizado-no-campeche-250m-da-praia-1157476923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-27.6906502,-48.4880939
FLORIANÓPOLIS - Apartamento Padrão - AGRONÔMICA,19000.0,Apartamento padrão,330,4,5 ou mais,4,2487,833,Avenida Governador Irineu Bornhausen - de 3604/3605 a 4099/4100,Florianópolis,Agronômica,88025201,20.0,1061147722,10/03 às 15:27,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/florianopolis-apartamento-padrao-agronomica-1061147722,30677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
"Cobertura com 2 dormitórios para alugar, 138 m² - Campeche - Florianópolis/SC",7300.0,Apartamento cobertura,139,2,2,2,600,200,Rua da Capela,Florianópolis,Campeche,88063400,20.0,1148052227,10/03 às 15:30,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/cobertura-com-2-dormitorios-para-alugar-138-m-campeche-florianopolis-sc-1148052227,7400,1,1,0,0,1,1,0,1,0,1,0,0,0,0,0,1,1,0,0,-27.6759558,-48.4865151
Aluguel anual apto 1 dormitório localizado no Campeche próximo à praia ,2500.0,Apartamento padrão,35,1,1,1,0,0,Rua Maria Pires Linhares,Florianópolis,Campeche,88063280,5.0,1157488093,10/03 às 15:38,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/aluguel-anual-apto-1-dormitorio-localizado-no-campeche-proximo-a-praia-1157488093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-27.6906502,-48.4880939
EXCELENTE CASA COMERCIAL ! CORAÇÃO DO ESTREITO  - CA1225,15000.0,Casa em rua pública,720,5 ou mais,5 ou mais,4,0,6000,Avenida Santa Catarina - de 1182/1183 ao fim,Florianópolis,Balneário,88075500,14.0,1000666243,10/03 às 15:48,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/excelente-casa-comercial-coracao-do-estreito-ca1225-1000666243,6000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
Excelente AP 2 Quartos ,1850.0,Apartamento padrão,64,2,1,1,380,390,Rua Cônego Rodolfo Machado - de 838 a 1768 - lado par,Biguaçu,Rio Caveiras,88161732,10.0,1154749429,10/03 às 15:50,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/excelente-ap-2-quartos-1154749429,4950,0,1,1,1,0,1,1,1,1,1,0,0,0,1,1,1,1,0,0,,
FLORIANóPOLIS - Padrão - João Paulo,2900.0,Apartamento padrão,82,3,2,1,840,112,Rodovia João Paulo - até 1499/1500,Florianópolis,João Paulo,88030300,16.0,1054350448,10/03 às 16:01,https://sc.olx.com.br/florianopolis-e-regiao/imoveis/florianopolis-padrao-joao-paulo-1054350448,10192,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,,
